Resume,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Experienced Backend Developer, DevOps Engineer, Product Manager, Software Engineer professional with expertise in Python, AWS, Kubernetes and hands-on experience with Salesforce, VS Code. Holding Ph.D. in Data Science, Master's in Information Systems with 2+ years, 3-5 years, 5+ years, Mid-Senior level of work experience. Previously worked at Google, Netflix located in Seattle, WA, Austin, TX, New York, NY, Boston, MA. Fluent in German, English with strong Problem-Solving, Communication Skills. Certified in Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $80k–$100k.","Python, AWS, Kubernetes","Google, Netflix","Salesforce, VS Code","Ph.D. in Data Science, Master's in Information Systems","2+ years, 3-5 years, 5+ years, Mid-Senior level","Backend Developer, DevOps Engineer, Product Manager, Software Engineer","Seattle, WA, Austin, TX, New York, NY, Boston, MA","German, English","Problem-Solving, Communication Skills","$120k–$150k, $80k–$100k","Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Backend Developer, Product Manager, DevOps Engineer, Software Engineer professional with expertise in Kubernetes, SQL and hands-on experience with Slack, Jira, Figma. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 3-5 years, Mid-Senior level, Entry level of work experience. Previously worked at Amazon, Tesla located in Austin, TX, Boston, MA, Seattle, WA. Fluent in Spanish, German, French with strong Problem-Solving, Leadership, Adaptability. Certified in PMP Certification, Certified Scrum Master. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k.","Kubernetes, SQL","Amazon, Tesla","Slack, Jira, Figma","Bachelor's in Computer Science, Ph.D. in Data Science","3-5 years, Mid-Senior level, Entry level","Backend Developer, Product Manager, DevOps Engineer, Software Engineer","Austin, TX, Boston, MA, Seattle, WA","Spanish, German, French","Problem-Solving, Leadership, Adaptability","$100k–$130k, $90k–$120k","PMP Certification, Certified Scrum Master"
"Experienced Backend Developer, Software Engineer, DevOps Engineer professional with expertise in Python, TensorFlow and hands-on experience with Slack, Jira, VS Code. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with 3-5 years, Mid-Senior level, 2+ years, 5+ years of work experience. Previously worked at Tesla, Amazon, IBM, Apple located in Boston, MA, Seattle, WA, New York, NY. Fluent in Spanish, German with strong Teamwork, Problem-Solving, Communication Skills, Adaptability. Certified in Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k.","Python, TensorFlow","Tesla, Amazon, IBM, Apple","Slack, Jira, VS Code","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","3-5 years, Mid-Senior level, 2+ years, 5+ years","Backend Developer, Software Engineer, DevOps Engineer","Boston, MA, Seattle, WA, New York, NY","Spanish, German","Teamwork, Problem-Solving, Communication Skills, Adaptability","$100k–$130k, $80k–$100k","Google Cloud Professional, AWS Certified Solutions Architect, Certified Scrum Master, PMP Certification"
"Experienced Product Manager, DevOps Engineer, Software Engineer professional with expertise in Java, SQL and hands-on experience with Jira, Tableau, Salesforce. Holding Ph.D. in Data Science, Bachelor's in Computer Science with 7+ years, 5+ years of work experience. Previously worked at Microsoft, Netflix, Amazon located in San Francisco, CA, Austin, TX. Fluent in English, German with strong Leadership, Communication Skills, Problem-Solving, Adaptability. Certified in Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","Java, SQL","Microsoft, Netflix, Amazon","Jira, Tableau, Salesforce","Ph.D. in Data Science, Bachelor's in Computer Science","7+ years, 5+ years","Product Manager, DevOps Engineer, Software Engineer","San Francisco, CA, Austin, TX","English, German","Leadership, Communication Skills, Problem-Solving, Adaptability","$120k–$150k, $100k–$130k","Google Cloud Professional, PMP Certification"
"Experienced Backend Developer, Data Scientist, Software Engineer, DevOps Engineer professional with expertise in AWS, TensorFlow, Machine Learning, Python and hands-on experience with Jira, Figma. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 7+ years, 3-5 years, Mid-Senior level of work experience. Previously worked at Facebook, Apple, Google, IBM located in New York, NY, Seattle, WA, Austin, TX. Fluent in German, English, Spanish, French with strong Teamwork, Communication Skills, Adaptability, Leadership. Certified in PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k, $100k–$130k.","AWS, TensorFlow, Machine Learning, Python","Facebook, Apple, Google, IBM","Jira, Figma","Bachelor's in Computer Science, Ph.D. in Data Science","7+ years, 3-5 years, Mid-Senior level","Backend Developer, Data Scientist, Software Engineer, DevOps Engineer","New York, NY, Seattle, WA, Austin, TX","German, English, Spanish, French","Teamwork, Communication Skills, Adaptability, Leadership","$80k–$100k, $90k–$120k, $100k–$130k","PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Data Scientist, DevOps Engineer, Software Engineer, Backend Developer professional with expertise in Kubernetes, Machine Learning, Docker, SQL and hands-on experience with Slack, VS Code. Holding Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems with 5+ years, 7+ years, Entry level, 3-5 years of work experience. Previously worked at Microsoft, IBM, Netflix, Amazon located in Boston, MA, San Francisco, CA. Fluent in Spanish, French with strong Problem-Solving, Communication Skills. Certified in Google Cloud Professional, PMP Certification. Seeking new opportunities with an expected salary around $90k–$120k, $100k–$130k, $120k–$150k, $80k–$100k.","Kubernetes, Machine Learning, Docker, SQL","Microsoft, IBM, Netflix, Amazon","Slack, VS Code","Bachelor's in Computer Science, Ph.D. in Data Science, Master's in Information Systems","5+ years, 7+ years, Entry level, 3-5 years","Data Scientist, DevOps Engineer, Software Engineer, Backend Developer","Boston, MA, San Francisco, CA","Spanish, French","Problem-Solving, Communication Skills","$90k–$120k, $100k–$130k, $120k–$150k, $80k–$100k","Google Cloud Professional, PMP Certification"
"Experienced Data Scientist, DevOps Engineer, Software Engineer, Backend Developer professional with expertise in Kubernetes, AWS, SQL, TensorFlow and hands-on experience with Figma, VS Code. Holding Ph.D. in Data Science, Master's in Information Systems with Entry level, 2+ years, Mid-Senior level of work experience. Previously worked at Google, Amazon, Netflix located in Seattle, WA, San Francisco, CA, Austin, TX. Fluent in Spanish, German, English, French with strong Problem-Solving, Teamwork, Leadership. Certified in PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $100k–$130k, $90k–$120k.","Kubernetes, AWS, SQL, TensorFlow","Google, Amazon, Netflix","Figma, VS Code","Ph.D. in Data Science, Master's in Information Systems","Entry level, 2+ years, Mid-Senior level","Data Scientist, DevOps Engineer, Software Engineer, Backend Developer","Seattle, WA, San Francisco, CA, Austin, TX","Spanish, German, English, French","Problem-Solving, Teamwork, Leadership","$100k–$130k, $90k–$120k","PMP Certification, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Software Engineer, Product Manager professional with expertise in Machine Learning, AWS, TensorFlow, Python and hands-on experience with GitHub, Figma, Slack. Holding Master's in Information Systems, Ph.D. in Data Science with 5+ years, 2+ years, 7+ years, 3-5 years of work experience. Previously worked at Facebook, Netflix, Microsoft, Google located in Boston, MA, Seattle, WA, Austin, TX. Fluent in Spanish, German, English with strong Adaptability, Problem-Solving. Certified in PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $120k–$150k, $100k–$130k.","Machine Learning, AWS, TensorFlow, Python","Facebook, Netflix, Microsoft, Google","GitHub, Figma, Slack","Master's in Information Systems, Ph.D. in Data Science","5+ years, 2+ years, 7+ years, 3-5 years","Software Engineer, Product Manager","Boston, MA, Seattle, WA, Austin, TX","Spanish, German, English","Adaptability, Problem-Solving","$120k–$150k, $100k–$130k","PMP Certification, Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect"
"Experienced Software Engineer, Backend Developer professional with expertise in AWS, Docker, Python and hands-on experience with Salesforce, Figma, VS Code, Slack. Holding Bachelor's in Computer Science, Ph.D. in Data Science with 5+ years, 2+ years, 7+ years of work experience. Previously worked at Tesla, Facebook located in San Francisco, CA, Boston, MA, Seattle, WA. Fluent in Spanish, German, French, English with strong Communication Skills, Adaptability. Certified in PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional. Seeking new opportunities with an expected salary around $100k–$130k, $80k–$100k, $90k–$120k, $120k–$150k.","AWS, Docker, Python","Tesla, Facebook","Salesforce, Figma, VS Code, Slack","Bachelor's in Computer Science, Ph.D. in Data Science","5+ years, 2+ years, 7+ years","Software Engineer, Backend Developer","San Francisco, CA, Boston, MA, Seattle, WA","Spanish, German, French, English","Communication Skills, Adaptability","$100k–$130k, $80k–$100k, $90k–$120k, $120k–$150k","PMP Certification, Certified Scrum Master, AWS Certified Solutions Architect, Google Cloud Professional"
"Experienced Product Manager, Data Scientist, DevOps Engineer professional with expertise in Machine Learning, AWS and hands-on experience with Slack, VS Code, GitHub, Salesforce. Holding Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems with Mid-Senior level, 2+ years of work experience. Previously worked at Google, Facebook, Tesla, Netflix located in San Francisco, CA, New York, NY, Austin, TX. Fluent in Spanish, English with strong Problem-Solving, Adaptability, Leadership, Communication Skills. Certified in PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect. Seeking new opportunities with an expected salary around $80k–$100k, $90k–$120k.","Machine Learning, AWS","Google, Facebook, Tesla, Netflix","Slack, VS Code, GitHub, Salesforce","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Mid-Senior level, 2+ years","Product Manager, Data Scientist, DevOps Engineer","San Francisco, CA, New York, NY, Austin, TX","Spanish, English","Problem-Solving, Adaptability, Leadership, Communication Skills","$80k–$100k, $90k–$120k","PMP Certification, Google Cloud Professional, Certified Scrum Master, AWS Certified Solutions Architect"
"Experienced Data Scientist, Product Manager professional with expertise in SQL, Python, Kubernetes, TensorFlow and hands-on experience with Salesforce, Tableau. Holding Ph.D. in Data Science, Bachelor's in Computer Science with Mid-Senior level, 5+ years, 7+ years, 2+ years of work experience. Previously worked at Tesla, IBM located in Seattle, WA, Chicago, IL. Fluent in German, English, Spanish with strong Leadership, Communication Skills, Teamwork. Certified in AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification. Seeking new opportunities with an expected salary around $80k–$100k, $100k–$130k.","SQL, Python, Kubernetes, TensorFlow","Tesla, IBM","Salesforce, Tableau","Ph.D. in Data Science, Bachelor's in Computer Science","Mid-Senior level, 5+ years, 7+ years, 2+ years","Data Scientist, Product Manager","Seattle, WA, Chicago, IL","German, English, Spanish","Leadership, Communication Skills, Teamwork","$80k–$100k, $100k–$130k","AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification"
